"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"4853","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4854","42755","TBA",NA,"ENV 200CREMASY TBA","001","-2","Environ Policy ProcessNo GE Credit",NA,"                              No GE Credit","Scott, T","4.0"
"4855","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4856","42755","TBA",NA,"ENV 200CREMASY TBA","001","-2","Environ Policy ProcessNo GE Credit",NA,"                              No GE Credit","Scott, T","4.0"
"4857","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4858","42755","TBA",NA,"ENV 200CREMASY TBA","001","-2","Environ Policy ProcessNo GE Credit",NA,"                              No GE Credit","Scott, T","4.0"
"4859","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4860","42769","9:00 - 10:50 AM","TR","EPI 204VALLEY 1010","001","5","Quantitative Epi IIINo GE Credit",NA,"                              No GE Credit","Rocke, D","4.0"
"4861","42769","TBA",NA,"EPI 204TBA","001","5","Quantitative Epi IIINo GE Credit",NA,"                              No GE Credit","Rocke, D","4.0"
"4862","@","2:10 - 4:00 PM","MW","EPI 207REMOTE TBA","001","23","Advanced Epi MethodsNo GE Credit",NA,"                              No GE Credit","Hussain,Kass","4.0"
"4863","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4864","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4865","63125","TBA",NA,"EPI 223REMOTE TBA","001","0","Spatial EpidemiologyNo GE Credit",NA,"                              No GE Credit","Barker,Martinez Lopez","3.0"
"4866","63125","TBA",NA,"EPI 223REMOTE TBA","001","0","Spatial EpidemiologyNo GE Credit",NA,"                              No GE Credit","Barker,Martinez Lopez","3.0"
"4867","63133","11:00 - 12:50 PM","T","EPI 225REMOTE TBA","001","14","Advanced TopicsNo GE Credit",NA,"                              No GE Credit","2.0",NA
"4868","42776","12:00 - 2:50 PM","F","EPI 242VALLEY 1010","001","28","Critical Thinking in EPINo GE Credit",NA,"                              No GE Credit","3.0",NA
"4869","42778","TBA",NA,"EPI 290TBA","001","22","Epidemiology SeminarsNo GE Credit",NA,"                              No GE Credit","Martinez Lopez,Pollock","0.500"
"4870","@","TBA",NA,"EPI 291TBA","001","41","Health Serv Res Clin EpiNo GE Credit",NA,"                              No GE Credit","Hoch, J","1.0"
"4871","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4872","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4873","@","TBA",NA,"EPI 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4874","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4875","@","TBA",NA,"EPI 299TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4876","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4877","@","TBA",NA,"EPI 299TBA","060","5","ResearchNo GE Credit",NA,"                              No GE Credit","Pitesky, M","
						
                        V"
"4878","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4879","42904","10:00 - 10:50 AM","M","ESM 108REMOTE TBA","001","0","Environmental Monitoring","SE","SE SL","Abou Najm, M","3.0"
"4880","42904","2:10 - 3:00 PM","W","ESM 108REMOTE TBA","001","0","Environmental Monitoring","SE","SE SL","Abou Najm, M","3.0"
"4881","42904","3:10 - 5:00 PM","W","ESM 108REMOTE TBA","001","0","Environmental Monitoring","SE","SE SL","Abou Najm, M","3.0"
"4882","42904","TBA",NA,"ESM 108TBA","001","0","Environmental Monitoring","SE","SE SL","Abou Najm, M","3.0"
"4883","62291","12:10 - 1:00 PM","TR","ESM 110REMOTE TBA","001","21","Irrigation/Water Mgmt","SE","SE SL","Kisekka, I","4.0"
"4884","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4885","62291","1:10 - 3:00 PM","R","ESM 110REMOTE TBA","001","21","Irrigation/Water Mgmt","SE","SE SL","Kisekka, I","4.0"
"4886","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4887","42905","3:10 - 4:00 PM","TR","ESM 118REMOTE TBA","001","21","ET Measurement-Modeling","SE","SE","Kisekka, I","4.0"
"4888","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4889","42905","4:10 - 5:00 PM","TR","ESM 118REMOTE TBA","001","21","ET Measurement-Modeling","SE","SE","Kisekka, I","4.0"
"4890","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4891","42906","4:10 - 5:00 PM","MW","ESM 121REMOTE TBA","A01","3","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4892","42906","4:10 - 5:00 PM","R","ESM 121REMOTE TBA","A01","3","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4893","42907","4:10 - 5:00 PM","MW","ESM 121REMOTE TBA","A02","8","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4894","42907","3:10 - 4:00 PM","R","ESM 121REMOTE TBA","A02","8","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4895","42908","5:10 - 6:00 PM","R","ESM 121REMOTE TBA","A03","8","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4896","42908","4:10 - 5:00 PM","MW","ESM 121REMOTE TBA","A03","8","Water Science&Management","SE","QL SE SL","Sandoval Solis, S","3.0"
"4897","@","TBA",NA,"ESM 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4898","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4899","@","TBA",NA,"ESM 194HTBA","-","0","Senior Honor Thesis","SE","SE WE","Jessoe, K","
						
                        V"
"4900","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4901","42941","12:10 - 2:00 PM","R","ESM 195REMOTE TBA","001","0","Environmental Issues","SE SS","SE SS","Dong, X","2.0"
"4902","42942","12:10 - 2:00 PM","F","ESM 195REMOTE TBA","002","0","Environmental Issues","SE SS","SE SS","Dong, X","2.0"
"4903","@","TBA",NA,"ESM 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4904","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4905","@","TBA",NA,"ESP 092TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4906","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4907","@","TBA",NA,"ESP 098TBA","-","0","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4908","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4909","42989","2:10 - 3:30 PM","MW","ESP 101REMOTE TBA","001","0","Ecology, Nature, Society","SS D W","SS WC WE","Rauch, K","4.0"
"4910","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4911","42989","3:40 - 4:00 PM","MW","ESP 101REMOTE TBA","001","0","Ecology, Nature, Society","SS D W","SS WC WE","Rauch, K","4.0"
"4912","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4913","42990","4:10 - 5:00 PM","M","ESP 111REMOTE TBA","001","-5","Marine Environ Issues","SE","SE SL","Todgham, A","1.0"
"4914","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4915","42991","TBA",NA,"ESP 116NTBA","A01","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4916","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4917","42991","9:00 - 10:20 AM","TR","ESP 116NREMOTE TBA","A01","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4918","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4919","42991","1:10 - 4:00 PM","W","ESP 116NREMOTE TBA","A01","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4920","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4921","42992","TBA",NA,"ESP 116NTBA","A02","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4922","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4923","42992","4:10 - 7:00 PM","M","ESP 116NREMOTE TBA","A02","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4924","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4925","42992","9:00 - 10:20 AM","TR","ESP 116NREMOTE TBA","A02","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4926","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4927","42993","9:00 - 10:20 AM","TR","ESP 116NREMOTE TBA","A03","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4928","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4929","42993","1:10 - 4:00 PM","M","ESP 116NREMOTE TBA","A03","0","Oceanography","SE","SE SL","Mckinley, C","3.0"
"4930","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
